   5	0.000000 
   7	0.000000 
   9	0.000000 
  11	0.030000 
  13	0.030000 
  15	0.050000 
  17	0.070000 
  19	0.080000 
  21	0.110000 
  23	0.150000 
  25	0.200000 
  27	0.260000 
  29	0.340000 
  31	0.410000 
  33	0.510000 
  35	0.610000 
  37	0.740000 
  39	0.890000 
  41	1.020000 
  43	1.150000 
  45	1.230000 
  47	1.280000 
  49	1.040000 
