   5	0.000000 
   7	0.000000 
   9	0.000000 
  11	0.010000 
  13	0.020000 
  15	0.040000 
  17	0.050000 
  19	0.060000 
  21	0.090000 
  23	0.110000 
  25	0.150000 
  27	0.180000 
  29	0.240000 
  31	0.290000 
  33	0.360000 
  35	0.410000 
  37	0.490000 
  39	0.580000 
  41	0.670000 
  43	0.740000 
  45	0.800000 
  47	0.840000 
  49	0.710000 
