   5	0.000000 
   7	0.000000 
   9	0.020000 
  11	0.060000 
  13	0.120000 
  15	0.210000 
  17	0.330000 
  19	0.480000 
  21	0.640000 
  23	0.720000 
  25	0.320000 
  27	0.350000 
  29	0.440000 
  31	0.560000 
  33	0.680000 
  35	0.700000 
  37	0.730000 
  39	0.900000 
  41	1.090000 
  43	1.330000 
  45	1.600000 
  47	1.910000 
  49	2.300000 
