 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
 0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9
Initialize the particles
0    0
3    1.84367e-07
6    1.89265e-07
9    1.87463e-07
12    1.89039e-07
15    1.90638e-07
18    1.84731e-07
21    1.7974e-07
24    1.84931e-07
27    1.86682e-07
30    1.84154e-07
33    1.77796e-07
36    1.80033e-07
39    1.74233e-07
42    1.66466e-07
45    1.68879e-07
48    1.64908e-07
51    1.56906e-07
54    1.55461e-07
57    1.61213e-07
60    1.73874e-07
63    1.73092e-07
66    1.80211e-07
69    1.79044e-07
72    1.74141e-07
75    1.71394e-07
78    1.7461e-07
81    1.66883e-07
84    1.80089e-07
87    1.84861e-07
90    1.82944e-07
93    1.7972e-07
96    1.89688e-07
99    1.90672e-07
102    1.80595e-07
105    1.79661e-07
108    1.7878e-07
111    1.77107e-07
114    1.75343e-07
117    1.66794e-07
120    1.62387e-07
123    1.62531e-07
126    1.59083e-07
129    1.76736e-07
132    1.82062e-07
135    1.81411e-07
138    1.83822e-07
141    1.78428e-07
144    1.76163e-07
147    1.77405e-07
150    1.77293e-07
153    1.76306e-07
156    1.72746e-07
159    1.88766e-07
162    1.83621e-07
165    1.87153e-07
168    1.82029e-07
171    1.90691e-07
174    1.83098e-07
177    1.7993e-07
180    1.83216e-07
183    1.88504e-07
186    1.93606e-07
189    1.85846e-07
192    1.91488e-07
195    1.77359e-07
198    1.76454e-07
201    1.81994e-07
204    1.73191e-07
207    1.75857e-07
210    1.79715e-07
213    1.77215e-07
216    1.84766e-07
219    1.79582e-07
222    1.79187e-07
225    1.79895e-07
228    1.83642e-07
231    1.90331e-07
234    2.02433e-07
237    1.99206e-07
240    1.90101e-07
243    1.98364e-07
246    1.94871e-07
249    1.97153e-07
252    1.91099e-07
255    1.92545e-07
258    1.86089e-07
261    1.84067e-07
264    1.76479e-07
267    1.72526e-07
270    1.68069e-07
273    1.77996e-07
276    1.77601e-07
279    1.73643e-07
282    1.79601e-07
285    1.82857e-07
288    1.77476e-07
291    1.76593e-07
294    1.67024e-07
297    1.64183e-07
300    1.66253e-07
303    1.65047e-07
306    1.6885e-07
309    1.76857e-07
312    1.73479e-07
315    1.76919e-07
318    1.82912e-07
321    1.93936e-07
324    1.86419e-07
327    1.89674e-07
330    1.87388e-07
333    1.83764e-07
336    1.84913e-07
339    1.80261e-07
342    1.84103e-07
345    1.7465e-07
348    1.67658e-07
351    1.65701e-07
354    1.65117e-07
357    1.7128e-07
360    1.73636e-07
363    1.74513e-07
366    1.73602e-07
369    1.90552e-07
372    1.94489e-07
375    1.89557e-07
378    1.82702e-07
381    1.8679e-07
384    1.78515e-07
387    1.86464e-07
390    1.8616e-07
393    1.9704e-07
396    1.88772e-07
399    1.91049e-07
